molecule,prec,MPI,OMP,Localize,SCF energy,Helmholtz,KAIN,Fock operator,Fock matrix,Total SCF
ch4_006,5,08,16,1.07073e+01,1.99949e+00,24.9173,1.03440e+00,1.52253e+01,5.54448e+00,6.25219e+01
ch4_006,5,08,32,1.18506e+01,2.00717e+00,25.3878,1.35981e+00,1.16299e+01,4.93149e+00,5.97064e+01
ch4_006,5,16,01,2.02795e+01,1.27673e+01,171.88,3.18294e+00,1.65147e+02,1.95564e+01,4.01395e+02
ch4_006,5,16,02,1.32375e+01,7.82247e+00,85.8466,2.58518e+00,8.55899e+01,1.11551e+01,2.11498e+02
ch4_006,5,16,04,9.33639e+00,3.92476e+00,46.3002,1.47341e+00,4.48858e+01,6.69320e+00,1.16762e+02
ch4_006,5,16,08,7.95470e+00,2.30348e+00,24.0706,1.36925e+00,2.39875e+01,5.02975e+00,6.79264e+01
ch4_006,5,16,16,6.68085e+00,1.46144e+00,15.3698,9.43445e-01,1.48843e+01,3.58032e+00,4.56236e+01
ch4_006,5,16,32,6.96181e+00,1.44496e+00,15.9684,9.65964e-01,1.31593e+01,3.82150e+00,4.51024e+01
ch4_006,6,01,01,2.43819e+02,2.44301e+02,3981.67,5.89274e+01,3.47701e+02,3.21000e+02,5.19205e+03
ch4_006,6,01,02,1.37542e+02,1.23390e+02,2018.38,3.41487e+01,1.81192e+02,1.74007e+02,2.66900e+03
ch4_006,6,01,04,8.85709e+01,6.75443e+01,1049.28,2.29604e+01,9.08807e+01,1.02092e+02,1.42515e+03
ch4_006,6,01,08,6.39563e+01,3.60279e+01,553.843,1.71041e+01,4.69728e+01,6.27122e+01,7.84981e+02
ch4_006,6,01,16,4.93620e+01,2.09531e+01,306.689,1.32860e+01,2.55594e+01,4.50609e+01,4.65987e+02
ch4_006,6,01,32,4.30385e+01,1.19604e+01,191.86,1.20707e+01,1.53888e+01,3.64645e+01,3.16427e+02
ch4_006,6,02,01,1.37433e+02,1.26949e+02,2062.45,3.01491e+01,3.05076e+02,1.71108e+02,2.84089e+03
ch4_006,6,02,02,8.24282e+01,6.46346e+01,1053.05,1.84174e+01,1.55418e+02,9.45869e+01,1.47488e+03
ch4_006,6,02,04,5.39091e+01,3.30980e+01,532.317,1.06749e+01,7.85849e+01,5.66223e+01,7.72572e+02
ch4_006,6,02,08,3.96217e+01,1.72529e+01,278.737,7.64900e+00,4.05488e+01,3.46376e+01,4.25962e+02
ch4_006,6,02,16,3.24032e+01,9.36547e+00,157.631,6.15272e+00,2.26302e+01,2.48663e+01,2.61272e+02
ch4_006,6,04,01,1.15507e+02,8.15560e+01,1198.38,2.07174e+01,3.41914e+02,1.14725e+02,1.88626e+03
ch4_006,6,04,02,6.59458e+01,4.19968e+01,628.671,1.09095e+01,1.74930e+02,6.05768e+01,9.91653e+02
ch4_006,6,04,04,5.29873e+01,2.10694e+01,322.259,7.78324e+00,9.01268e+01,3.75443e+01,5.38634e+02
ch4_006,6,04,08,4.42261e+01,1.19930e+01,170.514,5.48555e+00,5.05299e+01,2.50044e+01,3.14387e+02
ch4_006,6,04,16,4.46095e+01,7.69461e+00,111.787,4.38507e+00,3.01034e+01,1.96401e+01,2.23810e+02
ch4_006,6,04,32,4.42044e+01,7.51515e+00,103.728,3.81650e+00,2.33057e+01,1.71259e+01,2.05202e+02
ch4_006,6,08,01,5.92312e+01,4.24229e+01,669.319,1.04818e+01,3.09208e+02,7.17939e+01,1.17607e+03
ch4_006,6,08,02,3.94218e+01,2.19965e+01,342.303,6.63930e+00,1.70479e+02,3.90212e+01,6.28498e+02
ch4_006,6,08,04,2.82318e+01,1.10754e+01,177.712,3.59433e+00,8.42787e+01,2.08833e+01,3.32641e+02
ch4_006,6,08,08,2.35499e+01,6.03276e+00,94.9533,2.64573e+00,4.81788e+01,1.33185e+01,1.94377e+02
ch4_006,6,08,16,2.30813e+01,3.82889e+00,58.0035,2.09543e+00,2.83267e+01,1.03287e+01,1.31760e+02
ch4_006,6,08,32,2.44693e+01,4.00447e+00,58.1701,2.07477e+00,2.22888e+01,1.03438e+01,1.26463e+02
ch4_006,6,16,01,3.94838e+01,2.74032e+01,410.363,8.86823e+00,3.02342e+02,4.35484e+01,8.46003e+02
ch4_006,6,16,02,2.50983e+01,1.41924e+01,208.283,5.27477e+00,1.61130e+02,2.29953e+01,4.46299e+02
ch4_006,6,16,04,1.76861e+01,7.57027e+00,106.783,3.05491e+00,8.82093e+01,1.51235e+01,2.45532e+02
ch4_006,6,16,08,1.46685e+01,4.53369e+00,57.8108,2.38022e+00,4.65021e+01,9.89476e+00,1.41811e+02
ch4_006,6,16,16,1.28436e+01,2.78760e+00,36.1955,1.70273e+00,2.86706e+01,7.56472e+00,9.48360e+01
ch4_006,6,16,32,1.33399e+01,3.10894e+00,37.0623,2.00442e+00,2.62061e+01,7.43864e+00,9.38577e+01
ch4_008,4,04,01,2.63785e+01,1.53120e+01,205.238,3.08370e+00,7.74807e+01,1.95233e+01,3.52344e+02
ch4_008,4,04,02,1.57495e+01,7.85334e+00,105.262,1.90756e+00,3.94010e+01,1.02750e+01,1.83822e+02
ch4_008,4,04,04,1.17431e+01,4.26134e+00,57.8845,1.82741e+00,2.21214e+01,6.57704e+00,1.07072e+02
ch4_008,4,04,08,9.68516e+00,2.38190e+00,32.142,1.45681e+00,1.15389e+01,4.33301e+00,6.37310e+01
ch4_008,4,04,16,8.01848e+00,1.27821e+00,19.0427,1.14400e+00,6.18149e+00,3.29186e+00,4.10324e+01
ch4_008,4,04,32,7.59809e+00,8.10319e-01,13.7579,1.09499e+00,3.81777e+00,2.71882e+00,3.16908e+01
ch4_008,4,08,01,1.58368e+01,8.84413e+00,118.56,1.81264e+00,7.72622e+01,1.31239e+01,2.39491e+02
ch4_008,4,08,02,1.00684e+01,4.53389e+00,61.0671,1.06436e+00,3.98700e+01,6.24854e+00,1.25697e+02
ch4_008,4,08,04,7.05471e+00,2.33153e+00,32.9942,7.05774e-01,2.06806e+01,3.89920e+00,6.99575e+01
ch4_008,4,08,08,5.65837e+00,1.24867e+00,17.838,5.64389e-01,1.09682e+01,2.61296e+00,4.08101e+01
ch4_008,4,08,16,5.00117e+00,7.18817e-01,10.8126,4.95148e-01,6.81169e+00,2.02858e+00,2.75763e+01
ch4_008,4,08,32,4.90240e+00,6.12653e-01,7.66412,6.36646e-01,4.05457e+00,1.83755e+00,2.12416e+01
ch4_008,4,16,01,1.04005e+01,4.47643e+00,62.7649,9.79708e-01,7.95903e+01,6.28755e+00,1.68452e+02
ch4_008,4,16,02,6.86598e+00,2.28978e+00,32.4985,6.25442e-01,4.10389e+01,3.66203e+00,8.97599e+01
ch4_008,4,16,04,5.11331e+00,1.25044e+00,17.1279,4.09453e-01,2.22349e+01,2.75196e+00,5.10079e+01
ch4_008,4,16,08,4.32008e+00,6.33189e-01,9.72056,3.35805e-01,1.31479e+01,2.16580e+00,3.22005e+01
ch4_008,4,16,16,3.42405e+00,3.58189e-01,6.19296,2.68537e-01,7.49700e+00,1.37982e+00,2.06205e+01
ch4_008,4,16,32,3.39353e+00,2.50143e-01,4.73008,4.46762e-01,5.25801e+00,1.21374e+00,1.67674e+01
ch4_008,5,04,01,1.00618e+02,5.35057e+01,698.413,1.40849e+01,2.21745e+02,9.56681e+01,1.20322e+03
ch4_008,5,04,02,5.74639e+01,2.96716e+01,517.773,7.85633e+00,1.15402e+02,4.97302e+01,7.90176e+02
ch4_008,5,04,04,4.96501e+01,1.43028e+01,190.055,5.73051e+00,6.41398e+01,3.19493e+01,3.65720e+02
ch4_008,5,04,08,4.21840e+01,8.25963e+00,99.0518,3.60065e+00,3.43620e+01,1.97240e+01,2.15992e+02
ch4_008,5,04,16,4.47194e+01,6.62002e+00,85.7343,3.18819e+00,2.38911e+01,1.64370e+01,1.87741e+02
ch4_008,5,04,32,4.12018e+01,5.35639e+00,74.9298,2.77050e+00,1.75291e+01,1.41636e+01,1.62642e+02
ch4_008,5,08,01,5.79306e+01,3.02431e+01,492.911,8.52003e+00,2.27013e+02,5.16912e+01,8.83399e+02
ch4_008,5,08,02,3.50411e+01,1.46458e+01,223.246,5.53086e+00,1.09147e+02,2.73162e+01,4.23456e+02
ch4_008,5,08,04,2.54013e+01,8.28833e+00,106.112,2.74366e+00,5.35588e+01,1.45460e+01,2.16726e+02
ch4_008,5,08,08,2.19794e+01,4.51708e+00,57.489,2.27591e+00,2.86468e+01,1.09634e+01,1.31125e+02
ch4_008,5,08,16,1.99617e+01,3.21456e+00,35.9305,1.64987e+00,1.98719e+01,9.17560e+00,9.47851e+01
ch4_008,5,08,32,2.07744e+01,3.36915e+00,48.4196,1.67198e+00,1.64004e+01,8.65005e+00,1.03788e+02
ch4_008,5,16,01,3.21356e+01,1.54244e+01,216.282,5.32877e+00,2.21676e+02,3.07017e+01,5.34595e+02
ch4_008,5,16,02,2.26142e+01,9.73041e+00,114.621,3.24956e+00,1.17983e+02,1.75044e+01,2.94353e+02
ch4_008,5,16,04,1.50920e+01,4.54693e+00,57.1178,1.90535e+00,6.02090e+01,1.00068e+01,1.54947e+02
ch4_008,5,16,08,1.33467e+01,2.65277e+00,37.3238,1.38457e+00,3.34218e+01,7.19833e+00,1.00875e+02
ch4_008,5,16,16,1.07831e+01,1.45731e+00,19.7048,8.79036e-01,2.02482e+01,4.94906e+00,6.28316e+01
ch4_008,5,16,32,1.14797e+01,1.58409e+00,21.149,1.12150e+00,1.69967e+01,5.40915e+00,6.27403e+01
ch4_008,6,04,01,1.80309e+02,1.02675e+02,1859.05,3.06410e+01,4.62561e+02,1.83344e+02,2.84579e+03
ch4_008,6,04,02,1.06800e+02,5.19224e+01,938.849,1.54756e+01,2.46269e+02,9.78768e+01,1.47656e+03
ch4_008,6,04,04,1.01989e+02,2.87223e+01,483.539,1.09247e+01,1.28698e+02,5.92100e+01,8.28979e+02
ch4_008,6,04,08,1.02232e+02,1.65026e+01,262.456,7.65927e+00,6.58830e+01,3.80626e+01,5.06585e+02
ch4_008,6,04,16,1.00863e+02,1.06328e+01,167.421,6.24783e+00,4.19773e+01,3.29155e+01,3.71597e+02
ch4_008,6,04,32,9.60585e+01,1.12404e+01,164.997,5.48212e+00,3.21968e+01,2.97380e+01,3.50792e+02
ch4_008,6,08,01,9.91270e+01,6.68945e+01,1124.48,1.81745e+01,4.42315e+02,1.07463e+02,1.88331e+03
ch4_008,6,08,02,6.69168e+01,3.45797e+01,567.885,1.02662e+01,2.32409e+02,6.24744e+01,9.91147e+02
ch4_008,6,08,04,4.82092e+01,1.74478e+01,284.647,5.93402e+00,1.21526e+02,3.41296e+01,5.23654e+02
ch4_008,6,08,08,4.31271e+01,9.37769e+00,149.971,4.16228e+00,6.46381e+01,2.20726e+01,3.03318e+02
ch4_008,6,08,16,4.22018e+01,5.98254e+00,92.3392,3.12728e+00,3.93239e+01,1.71355e+01,2.09169e+02
ch4_008,6,08,32,4.59293e+01,6.73171e+00,94.8213,3.30820e+00,3.04096e+01,1.87577e+01,2.07736e+02
ch4_008,6,16,01,6.22271e+01,3.55437e+01,569.921,1.06526e+01,4.21303e+02,5.98487e+01,1.18388e+03
ch4_008,6,16,02,4.15496e+01,1.84808e+01,304.045,6.30613e+00,2.20141e+02,3.89281e+01,6.45339e+02
ch4_008,6,16,04,2.87483e+01,9.89638e+00,154.423,3.63400e+00,1.19372e+02,2.10109e+01,3.48393e+02
ch4_008,6,16,08,2.57503e+01,4.89295e+00,85.4886,2.53273e+00,6.83159e+01,1.44342e+01,2.10732e+02
ch4_008,6,16,16,2.40332e+01,3.10130e+00,51.4647,1.89600e+00,3.98033e+01,1.06527e+01,1.40021e+02
ch4_008,6,16,32,2.55812e+01,3.24102e+00,53.3211,1.94926e+00,3.51175e+01,1.13849e+01,1.38429e+02
ch4_010,4,04,01,4.15030e+01,1.97979e+01,254.944,3.86458e+00,9.91325e+01,2.34444e+01,4.50548e+02
ch4_010,4,04,02,2.53162e+01,9.82637e+00,131.639,2.40583e+00,4.99094e+01,1.30685e+01,2.37383e+02
ch4_010,4,04,04,1.91900e+01,5.37291e+00,70.8368,2.14170e+00,2.63825e+01,8.12920e+00,1.36075e+02
ch4_010,4,04,08,1.52713e+01,2.81328e+00,39.2048,1.69669e+00,1.42829e+01,5.48395e+00,8.22534e+01
ch4_010,4,04,16,1.35658e+01,1.83750e+00,24.5842,1.45236e+00,7.90868e+00,4.21014e+00,5.68743e+01
ch4_010,4,04,32,1.15724e+01,1.01773e+00,17.1367,1.29461e+00,4.92410e+00,3.44380e+00,4.24838e+01
ch4_010,4,08,01,2.38696e+01,1.06682e+01,141.5,2.12712e+00,9.64394e+01,1.37466e+01,2.94249e+02
ch4_010,4,08,02,1.56081e+01,5.53324e+00,73.4622,1.37224e+00,4.96964e+01,7.86273e+00,1.57438e+02
ch4_010,4,08,04,1.12782e+01,2.82663e+00,38.9999,8.36254e-01,2.56117e+01,4.98479e+00,8.75170e+01
ch4_010,4,08,08,9.07339e+00,1.50480e+00,21.4356,7.30321e-01,1.36627e+01,3.20311e+00,5.24332e+01
ch4_010,4,08,16,8.09031e+00,8.57310e-01,13.4618,5.80135e-01,8.78178e+00,2.57975e+00,3.67138e+01
ch4_010,4,08,32,7.56550e+00,5.64722e-01,9.56203,8.57145e-01,4.95261e+00,2.29090e+00,2.79117e+01
ch4_010,4,16,01,1.54403e+01,6.33468e+00,79.6393,1.89444e+00,1.00064e+02,8.55649e+00,2.16834e+02
ch4_010,4,16,02,1.03078e+01,3.34449e+00,41.7831,1.16600e+00,5.13344e+01,4.92891e+00,1.16282e+02
ch4_010,4,16,04,7.65525e+00,1.82568e+00,21.7612,8.29784e-01,2.75899e+01,3.20043e+00,6.53134e+01
ch4_010,4,16,08,6.54474e+00,1.06349e+00,13.0178,6.39132e-01,1.53980e+01,2.38055e+00,4.13575e+01
ch4_010,4,16,16,5.19116e+00,6.13760e-01,7.72399,5.02502e-01,9.24746e+00,1.73407e+00,2.69054e+01
ch4_010,4,16,32,4.68557e+00,4.40275e-01,5.76952,5.99020e-01,6.77746e+00,1.52944e+00,2.14352e+01
ch4_010,4,32,01,1.26183e+01,4.08360e+00,74.5903,1.37815e+00,1.26446e+02,1.13089e+01,2.37174e+02
ch4_010,4,32,02,8.49024e+00,2.02128e+00,27.4894,7.98834e-01,5.67405e+01,3.63533e+00,1.02780e+02
ch4_010,4,32,04,6.75272e+00,1.06188e+00,15.0278,5.19886e-01,3.14063e+01,2.62979e+00,6.00729e+01
ch4_010,4,32,08,5.79313e+00,6.68943e-01,8.4928,3.99035e-01,1.85097e+01,1.92792e+00,3.82613e+01
ch4_010,4,32,16,4.51627e+00,4.06006e-01,5.59487,3.29049e-01,1.20440e+01,1.40945e+00,2.62498e+01
ch4_010,4,32,32,4.32819e+00,4.09313e-01,4.25526,3.06602e-01,9.26018e+00,1.38400e+00,2.17523e+01
ch4_010,5,04,01,1.54496e+02,7.25194e+01,942.653,1.74864e+01,3.51271e+02,1.14596e+02,1.68481e+03
ch4_010,5,04,02,9.40253e+01,3.98232e+01,513.842,1.03626e+01,1.51315e+02,6.74230e+01,8.99935e+02
ch4_010,5,04,04,8.92580e+01,2.16486e+01,256.359,7.65505e+00,9.45217e+01,4.12920e+01,5.28125e+02
ch4_010,5,04,08,8.30395e+01,1.11422e+01,158.431,5.76489e+00,4.13506e+01,2.74272e+01,3.39598e+02
ch4_010,5,04,16,8.09614e+01,8.22889e+00,106.799,4.18358e+00,3.25656e+01,2.15223e+01,2.65557e+02
ch4_010,5,04,32,7.94483e+01,7.92181e+00,90.9853,3.76318e+00,1.99491e+01,1.88619e+01,2.30440e+02
ch4_010,5,08,01,8.46857e+01,4.40946e+01,559.339,1.07856e+01,2.80346e+02,8.21212e+01,1.08422e+03
ch4_010,5,08,02,5.68547e+01,2.24834e+01,284.487,6.71786e+00,1.81909e+02,4.44425e+01,6.11842e+02
ch4_010,5,08,04,4.52113e+01,1.03891e+01,137.269,3.58509e+00,8.48924e+01,2.31922e+01,3.14883e+02
ch4_010,5,08,08,3.84637e+01,5.63468e+00,83.8672,2.64722e+00,4.09272e+01,1.49476e+01,1.95309e+02
ch4_010,5,08,16,3.72204e+01,3.75442e+00,45.558,2.26546e+00,2.52467e+01,1.13058e+01,1.34110e+02
ch4_010,5,08,32,3.86244e+01,4.21407e+00,53.8023,2.20613e+00,1.99390e+01,1.16069e+01,1.36882e+02
ch4_010,5,16,01,4.62970e+01,2.14123e+01,320.578,7.29275e+00,3.30014e+02,3.48834e+01,7.80035e+02
ch4_010,5,16,02,3.12817e+01,1.05293e+01,150.038,4.37893e+00,1.59872e+02,2.55852e+01,3.94126e+02
ch4_010,5,16,04,2.33969e+01,6.19552e+00,79.5199,2.66543e+00,8.34052e+01,1.24262e+01,2.16476e+02
ch4_010,5,16,08,2.16772e+01,3.61051e+00,40.9224,2.01906e+00,4.23037e+01,1.20216e+01,1.30222e+02
ch4_010,5,16,16,1.89474e+01,1.88432e+00,27.6563,1.49375e+00,2.73967e+01,7.42833e+00,9.06299e+01
ch4_010,5,16,32,1.91448e+01,3.26729e+00,29.6743,1.77934e+00,2.26493e+01,6.93335e+00,8.83835e+01
ch4_010,5,32,01,3.76257e+01,1.31588e+01,194.02,4.11067e+00,3.21978e+02,2.66415e+01,6.19110e+02
ch4_010,5,32,02,2.63627e+01,8.26047e+00,113.14,2.33271e+00,1.85816e+02,1.71327e+01,3.67081e+02
ch4_010,5,32,04,1.94080e+01,4.09662e+00,54.9483,1.24235e+00,8.71246e+01,9.68464e+00,1.86426e+02
ch4_010,5,32,08,1.62344e+01,2.46686e+00,30.7627,8.88735e-01,4.86736e+01,7.26584e+00,1.14154e+02
ch4_010,5,32,16,1.37759e+01,1.49890e+00,20.3565,7.58931e-01,3.17541e+01,5.70158e+00,8.01567e+01
ch4_010,5,32,32,1.35487e+01,2.09238e+00,20.1999,1.09918e+00,2.88371e+01,4.96514e+00,7.63169e+01
ch4_010,6,04,01,2.92447e+02,1.39900e+02,2542.76,3.57084e+01,6.40721e+02,2.40598e+02,3.94974e+03
ch4_010,6,04,02,1.64525e+02,7.07117e+01,1294.78,1.97563e+01,3.25686e+02,1.44597e+02,2.05522e+03
ch4_010,6,04,04,1.84334e+02,4.09943e+01,662.937,1.36580e+01,1.67130e+02,9.04162e+01,1.18602e+03
ch4_010,6,04,08,1.89706e+02,2.23312e+01,360.452,1.07742e+01,8.82012e+01,5.29914e+01,7.45318e+02
ch4_010,6,04,16,1.83197e+02,1.54465e+01,250.703,7.94426e+00,5.45183e+01,4.34452e+01,5.74208e+02
ch4_010,6,04,32,1.83702e+02,1.68250e+01,234.043,7.79307e+00,4.12298e+01,4.38828e+01,5.44792e+02
ch4_010,6,08,01,1.53340e+02,8.08101e+01,1332.56,2.12645e+01,5.82732e+02,1.48017e+02,2.35956e+03
ch4_010,6,08,02,1.09029e+02,4.25029e+01,710.642,1.29918e+01,3.14401e+02,7.63364e+01,1.29216e+03
ch4_010,6,08,04,9.39598e+01,2.07446e+01,343.717,7.35126e+00,1.57552e+02,4.82336e+01,6.88912e+02
ch4_010,6,08,08,8.89184e+01,1.11489e+01,188.953,4.81138e+00,8.76700e+01,2.83913e+01,4.25443e+02
ch4_010,6,08,16,9.33052e+01,6.91018e+00,115.171,3.98971e+00,4.77749e+01,2.30758e+01,3.03586e+02
ch4_010,6,08,32,8.72255e+01,8.99886e+00,123.944,4.05886e+00,4.05321e+01,2.53246e+01,3.02430e+02
ch4_010,6,16,01,9.60696e+01,4.65710e+01,697.315,1.62981e+01,5.40611e+02,7.03685e+01,1.50182e+03
ch4_010,6,16,02,6.54103e+01,2.42522e+01,379.601,9.83888e+00,2.95440e+02,4.11701e+01,8.36787e+02
ch4_010,6,16,04,5.12825e+01,1.31022e+01,191.354,5.54113e+00,1.56496e+02,2.84426e+01,4.61178e+02
ch4_010,6,16,08,4.73457e+01,6.49894e+00,103.225,3.76031e+00,8.42865e+01,1.86554e+01,2.76063e+02
ch4_010,6,16,16,4.73041e+01,4.83693e+00,63.2377,3.24143e+00,5.08267e+01,1.49541e+01,1.96121e+02
ch4_010,6,16,32,4.89957e+01,5.01984e+00,68.3362,3.20524e+00,4.51289e+01,1.50960e+01,1.96552e+02
ch4_010,6,32,01,7.42851e+01,2.80441e+01,459.231,1.05932e+01,5.48699e+02,6.00034e+01,1.21937e+03
ch4_010,6,32,02,4.77954e+01,1.62046e+01,254.633,6.06567e+00,3.03187e+02,3.14864e+01,6.83955e+02
ch4_010,6,32,04,3.53833e+01,8.23467e+00,125.341,3.34522e+00,1.64323e+02,2.21620e+01,3.75301e+02
ch4_010,6,32,08,2.97689e+01,4.71038e+00,71.5226,2.70177e+00,9.78518e+01,1.37497e+01,2.33585e+02
ch4_010,6,32,16,2.82123e+01,3.33838e+00,44.8241,1.85664e+00,5.88352e+01,1.21912e+01,1.62509e+02
ch4_010,6,32,32,2.76347e+01,4.03715e+00,46.3764,1.99918e+00,5.51517e+01,1.12153e+01,1.57640e+02
ch4_020,4,04,01,1.40841e+02,3.86844e+01,571.693,8.26732e+00,2.24701e+02,4.79530e+01,1.07567e+03
ch4_020,4,04,02,8.55350e+01,1.95886e+01,298.039,4.98944e+00,1.12394e+02,2.72721e+01,5.74893e+02
ch4_020,4,04,04,7.04604e+01,1.18404e+01,169.565,4.19312e+00,6.03514e+01,1.85215e+01,3.56726e+02
ch4_020,4,04,08,5.67717e+01,5.83211e+00,96.8084,3.20994e+00,3.16475e+01,1.25078e+01,2.24040e+02
ch4_020,4,04,16,5.45417e+01,3.85396e+00,66.1587,2.67420e+00,1.69830e+01,1.05603e+01,1.69912e+02
ch4_020,4,04,32,4.67032e+01,2.24442e+00,50.5865,2.69623e+00,1.05394e+01,8.43777e+00,1.33852e+02
ch4_020,4,08,01,8.22497e+01,1.96947e+01,292.006,4.23581e+00,2.15441e+02,2.60057e+01,6.63943e+02
ch4_020,4,08,02,5.60871e+01,1.00498e+01,153.497,2.63542e+00,1.10808e+02,1.51479e+01,3.63611e+02
ch4_020,4,08,04,4.28403e+01,5.20155e+00,81.5837,1.75011e+00,5.75233e+01,1.02606e+01,2.10790e+02
ch4_020,4,08,08,3.65920e+01,3.07264e+00,46.7347,1.38962e+00,3.00149e+01,6.83438e+00,1.34248e+02
ch4_020,4,08,16,3.36535e+01,1.57273e+00,31.1436,1.11604e+00,1.67695e+01,5.75678e+00,9.82092e+01
ch4_020,4,08,32,3.18034e+01,1.06298e+00,23.3268,1.46575e+00,1.04612e+01,5.19045e+00,8.06397e+01
ch4_020,4,16,01,5.19748e+01,1.03043e+01,157.434,2.45800e+00,2.20779e+02,1.54675e+01,4.76198e+02
ch4_020,4,16,02,3.66875e+01,5.35100e+00,82.7804,1.55570e+00,1.12911e+02,9.90946e+00,2.60679e+02
ch4_020,4,16,04,2.86545e+01,2.74874e+00,45.4388,9.76318e-01,6.09545e+01,6.43439e+00,1.53830e+02
ch4_020,4,16,08,2.50002e+01,1.45155e+00,25.8748,7.52823e-01,3.26116e+01,4.88544e+00,9.75128e+01
ch4_020,4,16,16,2.09763e+01,8.19621e-01,16.9977,5.87076e-01,1.89971e+01,3.81392e+00,6.76722e+01
ch4_020,4,16,32,1.99392e+01,6.48035e-01,13.2312,7.30312e-01,1.28717e+01,3.18883e+00,5.59127e+01
ch4_020,4,32,01,3.51027e+01,7.68044e+00,94.7601,3.08289e+00,2.85865e+02,1.57977e+01,4.55403e+02
ch4_020,4,32,02,2.39586e+01,3.46368e+00,50.3939,1.84620e+00,1.25023e+02,6.92548e+00,2.20064e+02
ch4_020,4,32,04,1.89390e+01,2.13279e+00,27.1571,1.19660e+00,6.79188e+01,4.92286e+00,1.28278e+02
ch4_020,4,32,08,1.63893e+01,1.39632e+00,15.9669,9.17245e-01,3.96786e+01,3.94303e+00,8.34320e+01
ch4_020,4,32,16,1.33326e+01,8.64615e-01,10.6409,6.01943e-01,2.50668e+01,2.76479e+00,5.74817e+01
ch4_020,4,32,32,1.29297e+01,5.58605e-01,8.37072,8.08854e-01,2.47725e+01,2.51826e+00,5.37643e+01
ch4_020,5,04,01,4.20281e+02,2.04001e+02,2453.2,3.42702e+01,7.71350e+02,2.87043e+02,4.36006e+03
ch4_020,5,04,02,2.73546e+02,6.95332e+01,1117.39,2.06935e+01,3.72919e+02,1.69529e+02,2.13641e+03
ch4_020,5,04,04,2.19440e+02,3.88002e+01,795.049,1.49609e+01,2.15607e+02,1.02372e+02,1.47299e+03
ch4_020,5,04,08,1.87573e+02,2.17909e+01,382.375,9.73065e+00,1.40697e+02,5.52462e+01,8.64698e+02
ch4_020,5,04,16,1.76462e+02,1.93213e+01,326.634,8.31204e+00,7.56681e+01,5.09752e+01,7.08646e+02
ch4_020,5,04,32,1.69955e+02,2.13294e+01,292.907,7.62620e+00,5.63230e+01,5.12732e+01,6.41115e+02
ch4_020,5,08,01,2.73437e+02,8.56808e+01,1323.95,2.07986e+01,7.47525e+02,1.41939e+02,2.70084e+03
ch4_020,5,08,02,1.84777e+02,4.46384e+01,725.703,9.74830e+00,3.85708e+02,8.89081e+01,1.50688e+03
ch4_020,5,08,04,1.31357e+02,2.17204e+01,344.216,6.92182e+00,1.83388e+02,4.84845e+01,7.76848e+02
ch4_020,5,08,08,1.11705e+02,1.13752e+01,197.924,5.08653e+00,1.14891e+02,3.47259e+01,5.08859e+02
ch4_020,5,08,16,1.05383e+02,9.02131e+00,140.275,3.97504e+00,8.03633e+01,2.80137e+01,3.94621e+02
ch4_020,5,08,32,1.04809e+02,1.11412e+01,154.28,4.11486e+00,5.25438e+01,2.80868e+01,3.78848e+02
ch4_020,5,16,01,1.69995e+02,4.61777e+01,659.458,1.21328e+01,7.65830e+02,1.00335e+02,1.82372e+03
ch4_020,5,16,02,1.22039e+02,2.49754e+01,372.075,6.99209e+00,3.90078e+02,5.13230e+01,1.01073e+03
ch4_020,5,16,04,8.90501e+01,1.13558e+01,184.332,4.25473e+00,1.87341e+02,2.69599e+01,5.29574e+02
ch4_020,5,16,08,7.46185e+01,6.47844e+00,107.061,2.88651e+00,1.14461e+02,2.41357e+01,3.51768e+02
ch4_020,5,16,16,6.92620e+01,4.89025e+00,70.1842,2.33210e+00,8.58261e+01,1.62485e+01,2.66174e+02
ch4_020,5,16,32,6.79145e+01,6.18578e+00,73.3851,2.53863e+00,5.31386e+01,1.70499e+01,2.36041e+02
ch4_020,5,32,01,1.13240e+02,3.44250e+01,468.637,1.64445e+01,7.63337e+02,4.57947e+01,1.49062e+03
ch4_020,5,32,02,8.16843e+01,1.81632e+01,237.795,9.51520e+00,3.92457e+02,3.13971e+01,8.02604e+02
ch4_020,5,32,04,5.31705e+01,9.68687e+00,118.448,5.08179e+00,2.04118e+02,1.96906e+01,4.29934e+02
ch4_020,5,32,08,4.46380e+01,5.46104e+00,80.0207,4.05342e+00,1.38069e+02,1.81700e+01,3.06256e+02
ch4_020,5,32,16,4.09393e+01,3.84729e+00,50.3237,2.61010e+00,1.01841e+02,1.44362e+01,2.27795e+02
ch4_020,5,32,32,4.48630e+01,4.02998e+00,50.2164,3.31199e+00,7.38122e+01,1.12691e+01,1.99057e+02
ch4_030,4,04,01,3.19125e+02,5.84204e+01,994.806,1.26623e+01,3.78890e+02,7.75938e+01,1.96489e+03
ch4_030,4,04,02,2.13570e+02,2.99484e+01,522.265,7.49602e+00,1.88115e+02,4.42926e+01,1.08004e+03
ch4_030,4,04,04,1.84585e+02,1.79954e+01,310.961,6.60493e+00,1.01858e+02,3.07478e+01,7.07149e+02
ch4_030,4,04,08,1.55267e+02,9.26654e+00,186.266,5.07697e+00,5.18941e+01,2.15673e+01,4.72483e+02
ch4_030,4,04,16,1.37898e+02,5.81148e+00,130.561,3.77803e+00,2.79662e+01,1.70631e+01,3.58978e+02
